index,mean,std
pers_00m,27.384138774024343,1.9317777236082536
pers_30m,29.502109833837473,1.7998242330694827
linreg_8f,26.76943113642228,1.552690212835326
forest_8f,25.177766156691995,1.2854012800503087
extrees_8f,25.00188231182298,1.2487966759468268
knn_8f,24.796731820236296,1.3619734096732736
linreg_4f,26.979718900343443,1.5632498880218464
forest_4f,27.26319723933064,1.6076308320845634
extrees_4f,27.438379802496364,1.4897564123150746
knn_4f,26.124959279570607,1.5342761157094615
